2022 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0074 ,Local CCP ,"WELLCARE OF MISSISSIPPI, INC. ",Wellcare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,97%,95%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0088 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF NEW YORK, INC. ",Wellcare ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,95%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,93,Not enough data available ,82%,80%,No data available ,Not enough data available
H0104 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,Blue Cross and Blue Shield of Alabama ,BlueCross BlueShield of Alabama ,74%,74%,76%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,58%,71%,97%,80%,77%,46%,45%,77%,80%,86,77,93,88,90,86,0.06,5%,Medicare shows only a Star Rating for this topic ,100%,99%,92%,97%,0.06,5%,Medicare shows only a Star Rating for this topic ,86,93,95,84%,87%,85%,82%,80%
H0107 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,Blue Cross and Blue Shield of Montana ,Health Care Service Corporation ,73%,81%,79%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,22%,72%,93%,83%,81%,44%,44%,74%,83%,85,82,90,87,85,89,0.16,6%,Medicare shows only a Star Rating for this topic ,94%,76%,74%,89%,0.16,6%,Medicare shows only a Star Rating for this topic ,82,91,95,87%,90%,88%,91%,79%
H0111 ,Local CCP ,"WELLCARE OF GEORGIA, INC. ",Wellcare ,Centene Corporation ,70%,67%,70%,54%,No data available ,No data available ,No data available ,Not enough data available ,55%,97%,64%,75%,54%,Not enough data available ,59%,79%,82,75,86,87,86,85,0.69,28%,Medicare shows only a Star Rating for this topic ,100%,96%,97%,95%,0.69,28%,Medicare shows only a Star Rating for this topic ,87,89,93,83%,86%,84%,89%,78%
H0137 ,Demo ,"COMMONWEALTH CARE ALLIANCE, INC. ","Commonwealth Care Alliance, Inc. ","Commonwealth Care Alliance, Inc. ",No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0148 ,Demo ,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN ,Blue Shield of California Promise Health Plan ,California Physicians' Service ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0154 ,Local CCP ,"VIVA HEALTH, INC. ",VIVA Medicare ,"Triton Health Systems, L.L.C. ",76%,83%,70%,49%,89%,96%,97%,76%,84%,98%,85%,86%,56%,44%,81%,81%,87,79,95,89,93,87,0.05,7%,Medicare shows only a Star Rating for this topic ,99%,99%,92%,92%,0.05,7%,Medicare shows only a Star Rating for this topic ,90,93,95,85%,87%,86%,85%,83%
H0169 ,Local CCP ,"UNITEDHEALTHCARE OF THE MIDWEST, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",68%,74%,72%,45%,79%,91%,95%,33%,78%,98%,74%,81%,68%,54%,56%,83%,86,81,91,89,90,88,0.12,10%,Medicare shows only a Star Rating for this topic ,100%,97%,98%,100%,0.12,10%,Medicare shows only a Star Rating for this topic ,90,93,94,87%,87%,88%,85%,82%
H0174 ,Local CCP ,"WELLCARE OF TEXAS, INC. ",Wellcare ,Centene Corporation ,66%,73%,69%,54%,68%,90%,91%,63%,72%,97%,79%,72%,60%,No data available ,48%,83%,79,72,89,Not enough data available ,87,Not enough data available ,0.39,22%,Not enough data available ,96%,92%,97%,95%,0.39,22%,Not enough data available ,86,Not enough data available ,93,80%,83%,80%,89%,86%
H0192 ,Demo ,"AMERIHEALTH MICHIGAN, INC. ",AmeriHealth Caritas VIP Care Plus ,Independence Health Group ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0251 ,Local CCP ,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",66%,71%,67%,43%,71%,95%,94%,53%,80%,97%,80%,70%,59%,41%,67%,82%,86,79,92,89,93,87,0.12,9%,Medicare shows only a Star Rating for this topic ,99%,100%,98%,100%,0.12,9%,Medicare shows only a Star Rating for this topic ,91,94,93,81%,83%,84%,85%,81%
H0270 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF AMERICA ,Wellcare ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,95%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,94,Not enough data available ,91%,93%,Not enough data available ,Not enough data available
H0271 ,Local CCP ,UnitedHealthcare Insurance Company of America ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",74%,81%,70%,48%,75%,92%,92%,33%,77%,96%,79%,82%,63%,47%,57%,84%,81,78,90,88,88,84,0.17,15%,Not enough data available ,99%,97%,99%,100%,0.17,15%,Medicare shows only a Star Rating for this topic ,86,89,93,87%,87%,88%,83%,83%
H0292 ,Local CCP ,"HUMANA HEALTH PLAN OF OHIO, INC. ",Humana ,Humana Inc. ,84%,90%,79%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,84%,95%,86%,82%,58%,41%,89%,88%,87,83,92,89,89,88,0.05,8%,Not enough data available ,98%,96%,100%,98%,0.05,8%,Medicare shows only a Star Rating for this topic ,89,91,91,88%,90%,88%,93%,84%
H0294 ,Local CCP ,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",79%,77%,88%,51%,80%,96%,98%,44%,77%,97%,82%,88%,48%,49%,69%,87%,87,85,89,89,87,88,0.13,9%,Medicare shows only a Star Rating for this topic ,100%,100%,100%,100%,0.13,9%,Medicare shows only a Star Rating for this topic ,87,91,93,88%,92%,91%,81%,85%
H0302 ,Local CCP ,"MEDISUN, INC. ",Blue Cross Blue Shield of Arizona Advantage ,Blue Cross Blue Shield of Arizona ,72%,70%,78%,47%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,28%,65%,96%,81%,74%,50%,46%,63%,77%,79,77,92,85,88,84,0.1,15%,Medicare shows only a Star Rating for this topic ,97%,92%,100%,95%,0.1,15%,Medicare shows only a Star Rating for this topic ,88,92,95,84%,89%,88%,64%,80%
H0321 ,Local CCP ,"ARIZONA PHYSICIANS IPA, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",68%,73%,69%,54%,73%,89%,95%,40%,77%,96%,79%,73%,65%,46%,65%,80%,81,77,89,Not enough data available ,91,Not enough data available ,0.12,5%,Medicare shows only a Star Rating for this topic ,98%,99%,98%,100%,0.12,5%,Medicare shows only a Star Rating for this topic ,90,Not enough data available ,93,85%,85%,84%,81%,82%
H0332 ,Local CCP ,"KS PLAN ADMINISTRATORS, LLC ",KelseyCare Advantage ,"Kelsey-Seybold Medical Group, PLLC ",82%,80%,83%,61%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,67%,82%,98%,86%,85%,54%,52%,90%,84%,85,84,94,92,93,88,0.05,4%,Medicare shows only a Star Rating for this topic ,100%,99%,88%,89%,0.05,4%,Medicare shows only a Star Rating for this topic ,91,94,91,88%,89%,88%,90%,85%
H0336 ,Demo ,"HUMANA HEALTH PLAN, INC. ",Humana ,Humana Inc. ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0342 ,Local CCP ,"CAREPARTNERS OF CONNECTICUT, INC. ",CarePartners of Connecticut ,"Point32Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,97%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0351 ,Local CCP ,"HEALTH NET OF ARIZONA, INC. ",Wellcare by Allwell ,Centene Corporation ,65%,70%,67%,43%,58%,99%,97%,46%,71%,95%,73%,68%,51%,44%,68%,83%,79,76,88,83,85,83,0.38,12%,Not enough data available ,92%,94%,97%,95%,0.38,12%,Not enough data available ,82,89,88,84%,86%,86%,90%,82%
H0354 ,Local CCP ,"CIGNA HEALTHCARE OF ARIZONA, INC. ",Cigna ,CIGNA ,80%,82%,76%,46%,88%,98%,98%,77%,86%,98%,85%,77%,54%,47%,83%,79%,83,80,91,88,89,86,0.14,7%,Medicare shows only a Star Rating for this topic ,96%,95%,97%,97%,0.14,7%,Medicare shows only a Star Rating for this topic ,90,93,99,87%,89%,88%,93%,85%
H0363 ,Local CCP ,"LONGEVITY HEALTH PLAN OF COLORADO, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,95%,97%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0422 ,Local CCP ,"UCARE HEALTH, INC. ",UCare ,UCare Minnesota ,No data available ,70%,Plan too small to be measured ,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,63%,96%,70%,Not enough data available ,Not enough data available ,Not enough data available ,47%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,97%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,95%,91%,88%,Not enough data available ,86%
H0423 ,Local CCP ,"METROPLUS HEALTH PLAN, INC. ",MetroPlus Health Plan ,New York City Health and Hospitals Corporation ,78%,80%,71%,57%,80%,95%,96%,Not enough data available ,79%,96%,73%,92%,69%,Not enough data available ,75%,87%,78,72,88,83,85,85,0.16,15%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,89%,19%,0.16,15%,Medicare shows only a Star Rating for this topic ,85,91,97,89%,88%,86%,94%,88%
H0432 ,Local CCP ,"UNITEDHEALTHCARE OF ALABAMA, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",75%,82%,63%,44%,81%,90%,96%,45%,78%,97%,79%,77%,58%,44%,60%,82%,84,77,92,87,90,84,0.13,13%,Medicare shows only a Star Rating for this topic ,100%,98%,99%,100%,0.13,13%,Medicare shows only a Star Rating for this topic ,88,92,94,83%,84%,83%,85%,80%
H0439 ,Local CCP ,"CIGNA HEALTHCARE OF GEORGIA, INC. ",Cigna ,CIGNA ,73%,84%,70%,50%,71%,95%,97%,75%,82%,98%,86%,79%,51%,45%,87%,79%,84,77,90,89,89,87,0.18,15%,Medicare shows only a Star Rating for this topic ,99%,96%,97%,97%,0.18,15%,Medicare shows only a Star Rating for this topic ,87,91,99,80%,85%,83%,86%,81%
H0473 ,Local CCP ,HUMANA INSURANCE COMPANY OF KENTUCKY ,Humana ,Humana Inc. ,73%,80%,70%,48%,No data available ,No data available ,No data available ,35%,68%,95%,78%,70%,47%,44%,89%,82%,84,78,89,87,88,86,0.11,15%,Not enough data available ,97%,100%,100%,98%,0.11,15%,Medicare shows only a Star Rating for this topic ,87,90,90,84%,88%,87%,84%,82%
H0480 ,Demo ,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC. ",Meridian Complete ,Centene Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0482 ,Local CCP ,CENTENE VENTURE COMPANY MICHIGAN ,Ascension Complete ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,97%,95%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0504 ,Local CCP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,78%,80%,78%,55%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,59%,81%,97%,83%,74%,50%,53%,74%,83%,81,76,91,87,89,85,0.15,8%,Medicare shows only a Star Rating for this topic ,95%,99%,97%,100%,0.15,8%,Medicare shows only a Star Rating for this topic ,87,90,86,89%,89%,88%,75%,86%
H0523 ,Local CCP ,AETNA HEALTH OF CALIFORNIA INC. ,Aetna Medicare ,CVS Health Corporation ,72%,71%,74%,48%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,87%,98%,86%,81%,56%,38%,71%,82%,83,78,92,87,89,86,0.17,22%,Medicare shows only a Star Rating for this topic ,100%,Not enough data available ,100%,96%,0.17,22%,Medicare shows only a Star Rating for this topic ,90,91,95,84%,86%,87%,70%,86%
